"","names","indirizzi","cap"
"1969","Romana Immobiliare di P. Salera"," Via di San Tarcisio  83",178
"1970","G.E.F. IMMOBILIARE","Via Ferdinando di Savoia  3",196
"1971","Luca Mondini Consulenze Immobiliari","Via Maria Pezzè Pascolato 9",135
"1972","TEMPOCASA","via Roberto Malatesta  84",176
"1973","casadei sas","via stresa 29",135
"1974","Affiliato Tecnocasa: PONTE LUNGO MEDIAZIONI S.R.L.","via alfredo baccarini 16/C",179
"1975","studio giotto mediazioni immobiliari","Viale Giotto  3/E",153
"1976","Centro Storico Immobiliare srl","Corso Vittorio Emanuele  305/A ",186
"1977","Affiliato Tecnorete: STUDIO IMMOBILIARE MERULANA S.R.L.","via Merulana 231",185
"1978","LP Real Estate di Loredana Pettirossi","Via San Celso 8",62
"1979","GC Solution di Giulio Cataudella","Via del Mare 2/D",40
"1980","Metroquadro","Via Torquato Taramelli  11",197
"1981","AFFITTI POINT IMMOBILIARE","VIA ATTILIO HORTIS  65",177
"1982","E.P. Servizi Immobiliari","via otranto 45",195
"1983","Case Roma Immobiliare","Via Divigna Sterluti 30",191
"1984","Lam Immobiliare","Corso Trieste 99/A",199
"1985","Ditta Individuale Lucia Polidori","Via della Bufalotta  845",139
"1986","Prati immobiliare","Via Papiniano 10",136
"1987","Studio immobiliare","via saint vincent 35",135
"1988","ITALIMMOBILI srl","via dei Gracchi  278",192
"1989","Reddavideconsulting","Via della Reginella 14",186
"1990","Affiliato Tecnorete: IMMOBILIARE DON BOSCO S.R.L.","Piazza San Giovanni Bosco  79",175
"1991","Affiliato Tecnocasa: STUDIO LUCREZIA 2013 S.R.L.S.","Via Costanzo Casana 88",121
"1992","Gabetti Agency S.p.A. - Frazionamenti e Cantieri","Via Salaria 290",199
"1993","Gabetti Roma Montesacro","Viale Adriatico 91",141
"1994","BRUNELLI CASE DI FEDERICA BRUNELLI","VIA LUIGI PIGORINI 24",162
"1995","Jolly Agenzia Immobiliare","via Renzo da Ceri  205",176
"1996","Tradere International","Via Andrea Fulvio 10",162
"1997","Immobiliare Pepe","Via Boezio 16",193
"1998","Immobilcom","Via Orvieto 14/I",40
"1999","PuntoCasa","Via Orazio 77",40
"2000","D.M. IMMOBILIARE SRL","Via Settevene Palo  192/A",52
"2001","Martini & Partners","Via Milazzo  6/a",55
"2002","Targetcasa di Salvatore Perrella","Viale Opita Oppio 29",174
"2003","APPIA IMMOBILIARE","VIA ARRIGO DAVILA 11 - 13",179
"2004","REF IMMOBILIARE-","Via Flaminia Vecchia 732/i",191
"2005","Domus Aurea Immobiliare e Servizi di Renzini Sabrina","Via Pellaro 39",178
"2006","CB Immobiliare S.R.L.","Via Atto Tigri 11",197
"2007","Gruppo Del Monte immobiliare","Via Adelaide Ristori 40 c/d",198
"2008","Centro Servizi Immobiliari","Vicolo del Conte 66",148
"2009","EMOZIONECASA  - Studio Tuscolana 1 srl","V.LE TITO LABIENO 30",174
"2010","Progetto Stabile","Via dei Durantini 241-243",157
"2011","RE/MAX ABILITY","VIA RICCARDO ZAMPIERI  71",159
"2012","Aurelia Immobiliare srl","Via Boccea 47",165
"2013","GE.IM GROUP","Via Genzano 106",179
"2014","DC Studio Immobiliare","Viale G. Mazzini 55",195
"2015","Immobiliare  Barbara Scafi","via quirino majorana  140",152
"2016","PuntocasaSi srls","Via Di Trigoria  96n",128
"2017","Labella.it Immobiliare","viale Libia  150",199
"2018","REMAX Casanova","Via Quintilio Varo 90",174
"2019","Compagnia Internazionale Appalti Srl","Via Garigliano 57",198
"2020","Cattenari Case","CORSO TRIESTE 146 146",198
"2021","La Soluzione Immobiliare","Via Casilina 177",176
"2022","Gioiaimmobiliare","Via Venti Settembre 98",136
"2023","Affiliato Tecnocasa: MEDIAZIONI SAN GIOVANNI S.R.L.","VIA BRITANNIA 42",183
"2024","Ideacasa di Massimo Placidi & C.","via ottaviano 25",192
"2025","Ulpia Traiana S.r.l.","Via Jacopo da Ponte 33",197
"2026","A.M. Servizi Immobiliari","Via Tor de Schiavi  83",172
"2027","LB Consulenze Immobiliari","Roma 1",100
"2028","P.E.B. GESTIONI IMMOBILIARI S.R.L.","Via Mar della Cina 304",144
"2029","Dalpic S.A.S. di D'Alicandro Carlo&C.","Viale Caduti in Guerra  65",60
"2030","Immobil trading & service immobiliare","Corso Centocelle snc",53
"2031","Kapital Immobiliare","Via Tenuta del cavalliere 1",12
"2032","Casa One S.r.l.","Via Maresciallo Pilsudski 118",197
"2033","Studio Immobiliare Arching","Via Saluzzo  63",182
"2034","Studio 5","Via Gaspare Pacchiarotti 62",139
"2035","Turco Immobili Srl","Via Carlo Mirabello 14 A",195
"2036","EUROPA RESIDENCE IMMOBILIARE","Via Taranto 59 E",182
"2037","Immobiliare Valcannuta Papillo SRLS","Via Di Valcannuta  183G",166
"2038","Lefim Srl","Via Appia Nuova 669",179
"2039","STUDIO QUATTRO VENTI","VIALE QUATTRO VENTI 68",152
"2040","Gruppo Erbori Costruzioni","Via P. A. Crevenna,  26",135
"2041","house services","via tripoli 110",199
"2042","Giovanna Franco","Via Giovanni Pacini 23",198
"2043","KAPITAL","VIA MINICI 6",165
"2044","attilio giannini","via luigi capuana 190 190",137
"2045","servizi immobiliari 2013 srl","via di pietralata  309",148
"2046","VERECASE","Via Colle Fontana Vecchia snc",38
"2047","Lyndos Srl","Via Bernini - Parco Leonardo  17",54
"2048","Stimacasa - Prati - Eroi","P.le degli Eroi 1/2",136
"2049","MEDIMMOBILIARE ","Via Copenaghen  100",144
"2050","Dima srl","Viale delle medaglie d'oro  91",136
"2051","EB SERVIZI IMMOBILIARI SRL","Piazzale Luigi Sturzo  15",144
"2052","darimcase","lungotevere flaminio  24",196
"2053","GIUSTINIANA IMMOBILIARE","via cappelletta della giustiniana 63",123
"2054","dierre servizi immobiliari","via muzio scevola 30/a",181
"2055","myRealtor","Via Francesco Caracciolo 16",192
"2056","Rovere Immobiliare","Via Padova 4",161
"2057","GE.P.I.E. Gestione e Promozione Immobiliare","Viale Parioli 24",197
"2058","Operae Real Estate ","Via Ombrone 12",198
"2059","Immobilbox ","via dell'acqua vergine   202",132
"2060","pro.ge.imm.1","Via Giuseppe Sacconi  4b",196
"2061","Dott. Oliverio","Via della Farnesina  7",135
"2062","Gruppo intermediazioni Immobiliari Srl","via tuscolana  946",174
"2063","Rosati Prestige Homes","via nesazio 45",147
"2064","Bonanni&Guizzi","Lungotevere Marzio  10",186
"2065","SAXA ROSATA","Via degli Olmetti  41",60
"2066","Affiliato Tecnocasa: STUDIO OSTIENSE 2 S.A.S.","VIA OSTIENSE 43",154
"2067","Sviluppo Progetti Immobiliari s.r.l.","via torchiarolo 29",133
"2068","Affiliato Tecnocasa: MARX S.R.L.","Viale Marx 70/72",137
"2069","VUERRE POINT SRL","VIA DELLA CROCE 44",186
"2070","Gabetti - Agenzia Mazzini Prati - ROMA","Via Fabio Massimo 44",192
"2071","Giuseppe Volpe","Via di Monteverde  13",152
"2072","Raulli R.E.","Via Pandosia 30",183
"2073","PAOLA GUERRAZ","via flaminia 354",196
"2074","Casu Immobiliare","Viale di Villa Pamphili,  47",152
"2075","Affiliato Tecnocasa: IMMOBILIARE TUSCOLANO S.R.L.","Via Tuscolana 936",174
"2076","Solo Affitti - Agenzia di Roma 12","Via Vibio Mariano 25/A",100
"2077","Il Metroquadro - Guidonia Villanova   ","Via Maremmana 362 ",10
"2078","SF Immobiliare","Piazza Monte Baldo 13",141
"2079","Desa immobiliare","Via di tor vergata 283 A",133
"2080","LUNA RE","via macedonia 32",179
"2081","Ag.Imm. Renata Orelj","Via A.Caroncini  23",197
"2082","House and Charme","Piazza del Popolo 18",187
"2083","Saba Immobiliare","LARGO LUIGI ANTONELLI   9",145
"2084","Affiliato Tecnocasa: F.P. IMMOBILIARE S.R.L.S.","Via Alessandro Volta 39 H",153
"2085","AFFITTO OK","V.G.CAPOGRASSI 56",173
"2086","Aesse Immobiliare","Via Maremmana III km 3250 Angolo Prusst 1",30
"2087","Simon Immobiliare","via Enrico Toti 0",30
"2088","Gr.In.Im Gruppo Investimenti Immobiliari","via della serena  4",10
"2089","Le Mole Immobiliare S.R.L.","
",NA
"2090","Non siamo Agenzia; PROPRIETARI","via campobello  7",40
"2091","CASA TUA","Via Alcide De Gasperi  35",165
"2092","Consulting Property","Via di Villa Severini 54",191
"2093","AG.EU. 2000 srl","via Elvio Pertinace  20",145
"2094","Santiquattro Immobiliare Elisa Scio","Via Marco Aurelio 27 27",184
"2095","FRANCESCA ORIGLIA","VIALE PINTURICCHIO  31",196
"2096","FB.IMMOBILI","Viale Venezia Giulia 141",177
"2097","Affiliato Tecnorete: STUDIO NEMORENSE S.R.L.","piazza Verbano  20",199
"2098","Affiliato Tecnocasa: IMMOBILIARE NEMORENSE S.R.L.S","VIA NEMORENSE 146",199
"2099","Immobilgroup Servizi Immobiliari","Via Domenico Barone 31",165
"2100","Ercole Immobiliare","Via Zoe Fontana 220",131
"2101","Ferrari Immobiliare","Via Macedonia 24",179
"2102","Affiliato Tecnocasa: STUDIO SOMALIA 1 S.R.L.","V.le Somalia 175",199
"2103","Agenzia Imm. Furlan","Via Vetulonia  52/i",183
"2104","Propostacasa","Viale Bruno Buozzi 19",197
"2105","Progetti e Costruzioni srl","Viale Leonetto Cappiello 41",125
"2106","S.A.R. IMMOBILIARE S.A.S.","via G. Ferrari 4",195
"2107","DF servizi Di Filippo Stefano","via cunfida 16",195
"2108","Socialre di Lucia Ingallinella","Via Maria Cristina  2",196
"2109","Mps S.r.L","via martino v 13",167
"2110","Zerotrenta Servizi Immobiliari di D.D.","Via Taranto 21",182
"2111","Vano Casa Immobiliare","Via Filippo Corridoni 11",195
"2112","Studio Mazzoni","Via degli scipioni  157",192
"2113","Mediocasa Affiliato: Andrea Dell' Alpi  D.I.","Via della Giuliana 29",195
"2114","Costruzioni Immobiliari","via Antonio Bertoloni 24",197
"2115","Thiasos Consulting srl","Via Del Porto Fluviale 35",154
"2116","GM Re Agency","Via Claudio Asello 61",175
"2117","SERVIZI PRIMA CASA 2000 SRL","VIA E. Q. VISCONTI  61",193
"2118","bestitalianproperty","Via Petrocchi  7",137
"2119","DUEPPI IMMOBILIARE","via Basilio Bricci, 50",152
"2120","Affiliato Tecnocasa: STUDIO TOR SAPIENZA S.R.L.","via collatina  245/c",155
"2121","Assieme Immobiliare Srl","Via Tirso 47",198
"2122","D'Onofrio Immobiliare","Piazza Bologna 1",162
"2123","Affiliato Tecnocasa: STUDIO PARTENOPE S.A.S.","Viale Telese  30",177
"2124","Brenta srl ","Via Brenta 2/A",198
"2125","Aleandri Emilio ","Via Giovanni Tebaldini 26",124
"2126","Chiocciolacasa","via Iris Versari  80-82-84",128
"2127","SI.VI. Srl","Via Padre Massaruti 162",125
"2128","RE/MAX Absolute Immobiliare Pacifici di Pacifici Angelo","piazza barberini 5",187
"2129","Eur Mostacciano S.R.L. UNIPERSONALE","VIA MARIO MUSCO 25",147
"2130","2.G.  S.R.L.","Via Appia Nuova 39",183
"2131","FABIANO IMMOBILIARE di Ennio Fabiano","Via Giovanni Da Procida  36",162
"2132"," Euro Invest Group","via della croce  87",187
"2133","Appia Re","Piazza Cesare Cantù 7/8",179
"2134","ROMAHOMES","via montevideo 6",198
"2135","Housing immobiliare","via  0",135
"2136","Affiliato Tecnorete: MEDIAZIONI APPIO CLAUDIO S.R.L.","Viale Spartaco 87",174
"2137","DProperty Domizia Barattolo","via del babuino 65",161
"2138","Gabetti Tiburtina Portonaccio","Via Vincenzo Morello 22",157
"2139","Intesa Sanpaolo Casa ","Agenzia Via Duccio di Buoninsegna 9/15",142
"2140","PUNTOCASA","Viale della Repubblica 28/B",40
"2141","Gabetti - Agenzia Flaminio - ROMA","Viale del Vignola 26",196
"2142","Star Consult Immobiliare Srl","Largo Vercelli 10",182
"2143","SVILUPPO IMMOBILIARE","VIA ACAIA 48",183
"2144","Affilato Frimm Lovatocasa","via dei Colombi 99",169
"2145","Immobildonna","via Mantova 44",198
"2146","In&out Immobiliare Roma S.r.l.","via san godenzo 52",189
"2147","EXEDRA IMMOBILIARE di Ivana Mastrangelo","VIA MONZA 32",182
"2148","IPI Intermediazione Srl - Roma","Via Ezio 49",192
"2149","URBANSPACE SRL","Via Luciano Manara 47",153
"2150","ENRICA VERENI Studio Immobiliare ","Via Giovanni Nicotera 24",195
"2151","IMMOBILIARE GP","VIA VENZONE  11",177
"2152","LOYAL IMMOBILI Srl","Viale Bruno Buozzi 82",197
"2153","CONSILIARE SRL","Via Cogoleto 13",168
"2154","CO.RE.","v.delle ande  25",144
"2155","Luca Moretto ","Via Bergamo 3",198
"2156","Studio Pizzullo","Via Costantino Morin 45",195
"2157","Vama Case","Via Dei Gonzaga  99",163
"2158","Casa Dolce Casa","Via Cesare Baronio 101-103",179
"2159","Casaletto Immobiliare","Via Del Casaletto 137",151
"2160","Andreoni ","Via Sabrata 30",198
"2161","Alfa Lido","Piazza Stazione Lido  13",122
"2162","CONSORZIO CONSEDROMA","VIA APPIA NUOVA  902",178
"2163","sib","via propaganda 16",187
"2164","Valerio Angelelli","Via Ronciglione c/o studio Gullotta 3",191
"2165","Affiliato Tecnocasa: IMMOBILIARE APPIO CLAUDIO S.R.L.","VIALE GIULIO AGRICOLA 8/10",178
"2166","DFR&Partnes","via michele di lando 1/f",162
"2167","IL TUCANO S.r.l.","Via G. Andreoli 2",195
"2168","Gruppo Unica Re Agency - Agenzia Roma4","Via Collegiove  35",189
"2169","S.G. IMMOBILIARE S.R.L.","Via di Sant'Agata de' Goti 36",184
"2170","LATTANZI IMMOBILIARE DI ALVARO LATTANZI","Viale di Villa Pamphili 37/a",152
"2171","AGOSTO IMMOBILIARE","VIA G. ACERBI  5",154
"2172","Egidi Immobiliare","Piazza dei Quiriti 3",192
"2173","WOLT SPA","VIA MELIBEO  65",155
"2174","DS studio immobiliare","
",NA
"2175","STUDIO IMMOBILIARE DEIANA","Via Monte Vecchio 26",186
"2176","ABCOM RE SRL","Via dei Sette Metri 13/a",118
"2177","Affiliato Tecnocasa: IMMOBILIARE PORTA PIA S.R.L.","via cagliari 6 ang. v. nomentana 149",161
"2178","Domus Domina","Via L. Settembrini 49",13
"2179","Futuro Sicuro Immobiliare","Via delle Ortensie 13",55
"2180","Intermedia SRL","Via Barberini 28",187
"2181","Italcasa","via Appia nuova 52",183
"2182","Sambucini Mauro","via enrico besta  5",168
"2183","Qui Si Loca","Viale Antonio Ciamarra 259",173
"2184","L&C RE","via appennini 46",198
"2185","Unocasa","Piazza Santa Maria delle Grazie 3",136
"2186","agente immobiliare","via Valentino Mazzola 38",142
"2187","studio 23 snc cel. 3711275106","via magnagrecia 117",183
"2188","Paluel Fiuggi S.r.l.","VIA DEL GRANO 61a",172
"2189","ittielle group","Via Nervi  12",55
"2190","Affiliato Tecnocasa: STUDIO COLLI ANIENE S.R.L.","VIALE PALMIRO TOGLIATTI  1615",155
"2191","MDS immobiliare di Maria Di Sciullo","via Federico De Roberto  15",137
"2192","ELITE IMMOBILIARE","Via Eleonora Duse 2C",191
"2193","Studio Immobiliare","Via Misurina 63",135
"2194","Affido Casa Studio Spagnoli","Via Montenero Sabino 21d",131
"2195","AB GESTIONI IMMOBILIARI","Via di villa spada  10",138
"2196","Gamon Immobiliare","via dei savorelli 120",165
"2197","X House Immobiliare","Via Amsterdam .",143
"2198","StudioM","Massa Fiscaglia  19",127
"2199","Alessandra Luciani","Via Ferdinando di Savoia 3",196
"2200","EDILGERISI s.r.l.","Via Giovanni Prati 3F",40
"2201","Porro Gianalberto","Via Alberto Salietti 14",125
"2202","GABETTI ROMA SAN GIOVANNI","PIAZZA TUSCOLO 18",183
"2203","ImmobilCity","Via Ostia 13",192
"2204","Studio Barone Raschi","Via Canino 9",191
"2205","Affiliato Tecnorete: STUDIO IPPOCRATE S.R.L.","Viale Ippocrate 36",161
"2206","FG Immobiliare","Via Cetraro 5",118
"2207","Platinum immobiliaRE","Circonvallazione Ostiense 203",154
"2208","Affiliato Tecnocasa: STUDIO APPIO ALBERONE S.R.L.","via Veturia 31",181
"2209","NIBBY IMMOBILIARE DI LUIGIA DELLI COLLI","via col di lana  28",195
"2210","Affiliato Tecnorete: PRATI BALDUINA S.R.L.","Via Trionfale 59/61/63",195
"2211","Smart Living srl","via della Farnesina 208",135
"2212","Gesi97Casa","Via delle Rose 33",171
"2213","G.E.A.P. srl","Via Luigi Cochetti 16",125
"2214","Broker Immobiliare Postiglione","via Sibilla Aleramo 73",30
"2215","La Promozione Immobiliare di Marco Accardi","Viale Bruno Buozzi 3",197
"2216","Studio Immobiliare Treemme ","Via G. Cerbara  52",147
"2217","F & C ","circonvallazione clodia 36",192
"2218","Abitaimmobiliare di Sorrentino Marco","Via Francesco Pallavicini 58",149
"2219","Galli Consulenza ed Intermediazione","Via Tripolitania 211",199
"2220","Matilde Casano ","via sestriere 69",135
"2221","Royal Property Real Estate","Via Paolo Frisi 7/A",197
"2222","MEDIADOMUS","VIA SISTINA  121",187
"2223","Co. Service 2005 s.r.l.","via Cinquefrondi 81",173
"2224","RHOME IMMOBILIARE","VIA UGO BALZANI 45",162
"2225","Romeo Raffaella",".. 00",175
"2226","Affiliato Tecnorete: STUDIO SMA DUE S.R.L.","LARGO BARTOLOMEO PERESTRELLO  21",176
"2227","Affiliato Tecnocasa: STUDIO SAN GIOVANNI S.R.L.","VIA ENNA 33",182
"2228","Intesa Sanpaolo Casa ","Agenzia Via Anicio Gallo 34",174
"2229","AGENZIA 3M IMMOBILIARE ","PIAZZA PIRGY 6",50
"2230","Gelb immobiliare srl","Via Montenero 21",12
"2231","Antonello Alivernini mediazioni immobiliari","
",NA
"2232","SIMONE CAMILLI","VIA San Damaso 6",165
"2233","IMMOBILIARE PODERE FIUME S.R.L.","Via del Podere Fiume 48",168
"2234","LuxuryBrick","Viale Bruno Buozzi 47",197
"2235","a.s.immobiliari","Via paolo Borsellino  1",40
"2236","Massimo Riccitiello Immobiliare","Via Lidia  17",179
"2237","Broker Residenziale","
",NA
"2238","LA NUOVA IMMOBILIARE DI MASSIMO LONTANO","Viale Giustiniano Imperatore  207",145
"2239","PERTINENZA CASA ","via Eurialo 75",181
"2240","Affiliato Tecnorete: IMMOBILIARE RE DI ROMA S.R.L.S","Via Aosta 25",179
"2241"," LOYAL IMMOBILI Srl","Viale Bruno Buozzi  82",197
"2242","Area Domus srl ","via San Cipriano  6",136
"2243","RIVOLI IMMOBILIARE SAS","Via Emilia 64",187
"2244","SOGIM SRL","Via Lima 35",198
"2245","Affiliato Tecnocasa: STUDIO MONTEVERDE S.R.L.","CIRCONVALLAZIONE GIANICOLENSE 112 A",152
"2246","FB Immobiliare","via cicerone  44",0
"2247","CDP Immobiliare Srl",".via versilia  2",187
"2248","pontecorvi","via vicolungo 45",166
"2249","Monterosso S.r.l.","V. Carlo Mirabello 6",195
"2250","Eda Real Estate Solutions","Via Della Vite 7",187
"2251","Prometeo Immobiliare","Via di Porta Pinciana  36",187
"2252","ASI Agency e Servizi Immobiliari S.R.L.","Via Messina 46",198
"2253","anicio immobiliare","viale appio claudio 100",174
"2254","Ediltim di Monica Micheli","Via Monte Zebio 40",195
"2255","CCD Costruzioni srl","Via dei Gracchi 123",192
"2256","Immobiliare 52 Srl","Via delle Boscare,  1",40
"2257","Studio Legale Avv. Antonella Paci ","VIA DEI CASTELLI ROMANI 41",71
"2258","Colle dei Cedri","Via di Tor San Giovanni 114",139
"2259","San Paolo immobili srl","via ostiense 353",146
"2260","SM Investimenti S.r.l.","via volsinio 24",199
"2261","Ottava Morena Immobiliare s.r.l.","Via del Padiglione 69",132
"2262","Il Borgo S.R.L.","Via Krekich  25",143
"2263","Case Più Studio Immobiliare ","Circ. Gianicolense 309",152
"2264","Gestimm F.T.","Lungotevere di Pietra Papa 99",146
"2265","Gabriele Di Prospero","Salita di CastelGiubileo 91",100
"2266","iem srl","via bergamo snc",40
"2267","Gruppo Cassai","via vigna del piano  42",60
"2268","edil Caravaggio srl","Pietro Tacchini 19",197
"2269","Simonetta De Sena","Clivo Rutario 47",152
"2270","PRIVATO","FONDO PATRIMONIALE 11",100
"2271","Costruttore Vende","Via Flaminia  1000",188
"2272","3L IMMOBILIARE SRL","Viale Bruno Buozzi  102",197
"2273","El.Va.Immobiliare","Via Giacomo Favretto 32",147
"2274","Sea real Agency","
",NA
"2275","Cassano Stefania","piazza oreste tommasini  16",162
"2276","SCOTTON","VIA GRADOLI 71",189
"2277","polytropon general contracts srl","via di monteverde 16",152
"2278","Domus Aventino","Via di Santa Prisca 28",100
"2279","Ente","",NA
"2280","Meola Immobiliare","via Giordano Bruno 10/12/12/A",53
"2281","CARIM Srl","Via Alessandro Torlonia 15",161
"2282","Medi-Terra-Neo Immobili di Giusi Libonati","Via Ignazio Danti 8",176
"2283","Affiliato Tecnocasa: Agenzia Serafico-Grottaperfetta S.r.l.","Via Luigi Lilio  39",142
"2284","Studio Immobiliare Barchiesi","Via Della Maratona 56",135
"2285","Stefania Caratelli","Via Giovanni Ansaldo 3e",154
"2286","nuovi stabili","CASSIA  1042",189
"2287","Marconimmobili di D.Marconi","Via Ripetta 226",186
"2288","Dario D'Orta Immobiliare","Via Padre Paolino Bufalieri 4",124
"2289","Andrea Fagà","Viale Bruno Buozzi  5",197
"2290","Ft real estate srl","Piazza S.S. Apostoli 73",187
"2291","Intesa Sanpaolo Casa ","Agenzia Piazza Bologna  45",162
"2292","Itaca Immobiliare srl","Via degli Olmetti 44",61
"2293","Fds Group","Viale della Repubblica  127",40
"2294","Gabetti - Agenzia Gianicolense - ROMA","Via Donna Olimpia 192",152
"2295","Studio Immobiliare Verbano","Via Sebino  3",199
"2296","ALMADOMUS CONSULTING SRL","Via Roberto Ago 36",166
"2297","A.M.I.C.I. di Manuela Villa","Viale Vega 68",122
"2298","SINTECO SPA","VIA DELLE CONCE 1",154
"2299","G.R.A. s.r.l.","Via Pier Vittorio Aldini, 38/a 38a",178
"2300","SEDNA Investimenti Immobiliari srl","via Trastevere 203",153
"2301","PFD Srl","g.r.a. km 35.850 35.850",133
"2302","Che case! di Amato Giuseppe","Via Angela Sorgato  25",168
"2303","Edilspal S.r.l.","via dei Brusati, 45 45",163
"2304","Locazioni industriali srl","Via del porto fluviale 32",154
"2305","Affiliato Tecnocasa: CONSULENZE IMMOBILIARI S.R.L.","VIA GAETANO CASATI 14",154
"2306","Room Office","via sante vandi 100",173
"2307","Bracci Immobiliare di Mauro Bracci","Via Conca D'Oro  300",141
"2308","Affiliato Tecnocasa: MORENA TEAM S.R.L.","Via della Stazione di Ciampino 18",118
"2309","G.Ovidio  Srl ","Via La Spezia  74",182
"2310","DG Di Gianfelice","Via Dei Lucchesi 29",187
"2311","L'Abbate Marialessandra","Via Bagnoregio 19",189
"2312","Servizio Immobiliare","Via Cristoforo Sabbadino 126",148
"2313","Case Eur","Viale dei SS.Pietro e Paolo  21",144
"2314","Affiliato Tecnorete: STUDIO IMMOBILIARE CONCA D'ORO S.R.L.","Viale Val Padana 53",141
"2315","Gruppo Federici / HENZEN RE srl","Via Claudio Monteverdi 16",198
"2316","Residence 2001s.r.l","VIA TUSCOLANA 126",31
"2317","Energy Case Prestige","Via J.F.Kennedy 6",46
"2318","Casa Etica - consulenza immobiliare","Via Taranto 95 Lotto B",182
"2319","BM Immobiliare","Via Alessandrino 385",172
"2320","Altamira Property di Lucciola Maria Silvia","Viale degli Astri 30",144
"2321","FB Immobiliare","via Segrate 76",135
"2322","La Tramontana della Cacciarella srl","_______ .",136
"2323","Arching Engineering 3000","Viale Ungheria  81A",39
"2324","SICOR 2000 srl","Viale Ungheria  81a",39
"2325","GES.IM SRL","
",NA
"2326","EUCLIDE IMMOBILIARE DI GUIDO CALZIA","via filippo civinini 32",199
"2327","Simi Immobiliare","Via Eschilo  190",125
"2328","Francesco Maria","Via dei Gracchi, 15",192
"2329","C.G.R. Srl","Via Salaria 422",199
"2330","Rubino Immobiliare","Via Marconi 1",146
"2331","Gabriella Ferrari","Via della lega lombarda  43",162
"2332","Agenzia","in apertura 1",100
"2333","LOGICASA BIANCHI LETIZIA","Viale di Tor Marancia 60",142
"2334","Nuova Immobiliare 2010 Srl","Via Serafino Gualtiero 8",136
"2335","Del Fante Immobiliare","Via Ugo Ojetti 384",137
"2336","euro costruzioni s.r.l.","via A. Baiamonti 10",195
"2337","Punto Immobiliare Massimina","C.ne Cornelia  31",165
"2338","Eurocasa s. r. l.","Via bardineto 6",168
"2339","forum 2000 srl ","via eschilo  190",125
"2340","Cushman & Wakefield LLP","Via Vittorio Veneto 54/B",187
"2341","NEXT Real Estate","Via Muzio Clementi 68",193
"2342","romana manutenzioni srl","via dei lincei 23",147
"2343","internodue sas","via la Sila 14",135
"2344","A.M. IMMOBILIARE","via del babuino 144",187
"2345","Domus di Maria Teresa Tavolaro","Via L. Ziliotto 35",143
"2346","Costruzioni Cardito srl ","vle torre di pratolungo  4",131
"2347","re fenice srl","Via Montevideo 20",198
"2348","ANTONINI MAURIZIO","via delle capannelle  120",178
"2349","EG Immobiliare di Elvira Grasso","via trevi nel lazio  18",12
"2350","Collatina Impresa Srl","Via G.Arrivabene  45",191
"2351","Bellino Nadia Agente Immobiliare","via Enrico Fermi 128",146
"2352","Stefano De Ciantis","Via Alessandro Scarlatti 4",198
"2353","Ing. Alessio Palmieri","Via C.G. Paluzzi  11",167
"2354","Gens Srl","Via dei Corazzieri 17",143
"2355","Immobiliare il Mattone","Via Lelio Silva 27",54
"2356","DPR Immobiliare","CORSO VITTORIO EMANUELE II 74",66
"2357","Bonfiglio Immobiliare","Via Costantino Morin 12",195
"2358","Im Service di Elena Abbattista","Via Giustiniani  23",186
"2359","Consulente Immobiliare Alessio Fortunato","Via dei Fagnani 10",163
"2360","Fratelli Pantanella srl","Piazza San Salvatore in Lauro 6b",186
"2361","Linea House","
",NA
"2362","DGS Costruzioni s.r.l.","Via Casale Agostinelli  98",118
"2363","Immobiliare Chiara Nuzzi","via Cassia  1101",189
"2364","Gerini Immobiliare","Via Val Chisone 24",141
"2365","Ap.co.graem srl","viale Carso 77",195
"2366","Eurocase Immobiliare","Via Gustavo Giovannoni 73",128
"2367","Andrea Lucheroni","Via Minerbio 0",127
"2368","Conim di Z.S.","Via Giovanni Caselli 39",149
"2369","Quality Real Estate Broker","via Francesco Crispi 36",187
"2370","Fabio Carosi","via caio cestio  19",12
"2371","sonoko group srl","
",NA
"2372","Ba.Ta. Costruzioni S.r.l.","via Giosuè Carducci 10",187
"2373","Cristiano Zamboni","Via Luigi Olivares  79",125
"2374","PIRO IMMOBILIARE","VIA BERENGARIO 20",162
"2375","Marzia Orefici","Via C. Ferrero di Cambiano 82",191
"2376","IMMOBILRADARNEW DI AMBRA DE PETRIS","VIA QUIRINO MAJORANA 88",152
"2377","mediazioni a.i.c.a. agenzia immobiliare cessioni aziendali","via carlo pisacane  67",152
"2378","Affiliato Tecnocasa: GARBATELLA IMMOBILIARE S.R.L.","VIA DELLA VILLA DI LUCINA 70",145
"2379","TOCE DOMENICO & C. SAS","via Giuseppe La Masa 9",40
"2380","IMMOBILIARE FONTANA","Via Marco Simone 80",12
"2381","ISALIKOIMMOBILIARE","Via Raffaele Fabretti  20",164
"2382","Consulenze Immobiliari","Via Alessandro Crivelli 3",151
"2383","Cer Immobiliare srl","Piazza Vinci 19",139
"2384","Costruzioni 90 s.n.c.","Via Rezzato 212",166
"2385","restauranda real estate srl","vicolo de conte  66",148
"2386","Real Casa Italy","via Nizza 56",198
"2387","Co.Edil 2004 Srl","Via Fabio Massimo 88",192
"2388","Intertim srl","Piazza Lovatelli 1",186
"2389","TRADING REAL ESTATE SRL","Viale Bruno Buozzi 47",197
"2390","IMMOBILI E OPERE SRL","Via G. Parini 32",13
